order_id,sno,order_item_id,instruction,cat,meat,rice,additional,daigs,rate,net
9676,2,491,,CAT,18,18,0,1,1300,23400
9676,3,30,,CAT,6,6,0,1,1200,7200
9676,4,362,,CAT,40,40,0,1,25,1000
9676,5,140,,CAT,1,1,0,1,4500,4500
9676,6,55,,CAT,3,3,0,1,300,900
9676,7,563,,CAT,3,3,0,1,350,1050
9677,1,522,,CAT,6.5,6.5,0,1,900,5850
9677,2,566,,CAT,7,7,0,1,2000,14000
9678,1,522,,CAT,32,32,0,1,900,28800
9679,1,522,,CAT,9.25,9.25,0,1,900,8325
9680,1,522,,CAT,12.5,10,0,1,1045,10450
9680,2,31,,CAT,8,8,0,1,550,4400
9681,1,1,,PARTY,1,1,0,1,500,500
9682,1,522,,CAT,8.25,8.25,0,1,900,7425
9682,2,571,,CAT,40,40,0,1,75,3000
9682,3,614,,CAT,8,8,0,1,275,2200
9682,4,566,,CAT,7,7,0,1,2000,14000
9683,1,522,,CAT,30.25,30.25,0,1,900,27225
9683,2,571,,CAT,60,60,0,1,75,4500
9683,3,614,,CAT,12,12,0,1,275,3300
9684,1,522,,CAT,6.25,6.25,0,1,900,5625
9685,1,677,,CAT,5.25,5.25,0,1,380,1995
9686,1,64,,CAT,2,2,0,1,4500,9000
9686,2,92,,CAT,320,320,0,1,0,0
9686,3,61,,CAT,320,320,0,1,45,14400
9686,4,158,,CAT,1,1,0,1,0,0
9686,5,52,,CAT,12,12,0,1,270,3240
9686,6,53,,CAT,16,16,0,1,180,2880
9686,7,316,,CAT,20,20,0,1,300,6000
9686,8,55,,CAT,8,8,0,1,300,2400
9686,9,713,MIX,CAT,3,3,0,1,400,1200
9686,10,91,,CAT,320,320,0,1,0,0
9686,11,75,,CAT,320,320,0,1,0,0
9686,12,673,"WITHOUT PANJER",CAT,33,22,0,1,1290,28380
9686,13,460,"Without Panjer",CAT,65,65,0,1,770,50050
9686,14,731,,CAT,50,50,0,1,1000,50000
9686,15,324,,CAT,42,42,0,1,650,27300
9686,16,678,"STRB CHEES CAKE",CAT,54,54,0,1,600,32400
9686,17,66,,CAT,40,40,0,1,2000,80000
9686,18,170,,CAT,78,78,0,1,70,5460
9686,19,97,7UP/DAIET/MARINDA,CAT,18,18,0,1,800,14400
9687,1,53,,CAT,3,3,0,1,180,540
9687,2,87,,CAT,15,15,0,1,400,6000
9688,1,682,,CAT,5,5,0,1,550,2750
9689,1,522,,CAT,6.5,6.5,0,1,900,5850
9689,2,566,,CAT,5,5,0,1,2000,10000
9690,1,522,,CAT,26,26,0,1,900,23400
9691,1,522,,CAT,9.5,9.5,0,1,900,8550
9692,1,1,,CAT,18,12,0,1,1120,13440
9692,2,33,,CAT,9,9,0,1,500,4500
9693,1,187,,CAT,50,50,0,1,650,32500
9693,2,55,,CAT,6,6,0,1,300,1800
9693,3,360,,CAT,4,4,0,1,800,3200
9693,4,5,,CAT,31.5,21,0,1,2650,55650
9693,5,513,,CAT,30,30,0,1,830,24900
9693,6,221,,CAT,60,60,0,1,950,57000
9693,7,53,,CAT,10,10,0,1,180,1800
9693,8,51,,CAT,20,20,0,1,270,5400
9694,1,522,,CAT,6.5,6.5,0,1,885,5752
9694,2,566,,CAT,7,7,0,1,1980,13860
9695,1,522,,CAT,30.75,30.75,0,1,885,27214
9696,1,4,,CAT,5,5,0,1,865,4325
9697,1,522,,CAT,6.25,6.25,0,1,885,5531
9697,2,571,,CAT,40,40,0,1,75,3000
9697,3,4,,CAT,6,6,0,1,865,5190
9698,1,1,,CAT,1,1,0,1,915,915
9699,1,484,,CAT,5,5,0,1,1330,6650
9700,1,567,,CAT,4,4,0,1,1970,7880
9701,1,522,,CAT,9.5,9.5,0,1,885,8408
9701,2,566,,CAT,5,5,0,1,1980,9900
9702,1,522,,CAT,24.25,24.25,0,1,885,21461
9702,2,571,,CAT,52,52,0,1,75,3900
9702,3,614,,CAT,10,10,0,1,275,2750
9703,1,522,,CAT,6.25,6.25,0,1,885,5531
9703,2,1,,CAT,5,5,0,1,865,4325
9704,1,130,,CAT,2,2,0,1,2800,5600
9705,1,55,,CAT,1.5,1.5,0,1,300,450
9705,2,711,,CAT,80,80,0,1,75,6000
9705,3,532,,CAT,100,100,0,1,55,5500
9705,4,170,,CAT,36,36,0,1,70,2520
9705,5,576,,CAT,120,120,0,1,35,4200
9705,6,336,,CAT,80,80,0,1,65,5200
9705,7,686,,CAT,6,6,0,1,980,5880
9705,8,641,,CAT,7,7,0,1,930,6510
9705,9,1,,CAT,6,4,0,1,1098,4392
9705,10,47,,CAT,5,5,0,1,350,1750
9706,1,673,,CAT,8,6,0,1,1100,6600
9706,2,187,,CAT,8,8,0,1,650,5200
9707,1,87,,CAT,10,10,0,1,440,4400
9708,1,522,,CAT,6,6,0,1,935,5610
9708,2,30,,CAT,3,3,0,1,1200,3600
9709,1,522,,CAT,9,9,0,1,885,7965
9709,2,566,,CAT,6,6,0,1,1980,11880
9710,1,522,,CAT,25,25,0,1,885,22125
9711,1,522,,CAT,6,6,0,1,885,5310
9712,1,87,,CAT,40,40,0,1,250,10000
9713,1,511,,CAT,3,3,0,1,1100,3300
9714,1,187,,CAT,4,4,0,1,700,2800
9715,1,1,,CAT,7.5,5,0,1,1098,5490
9716,1,522,,CAT,7,7,0,1,935,6545
9716,2,522,,CAT,7,7,0,1,935,6545
9716,3,30,,CAT,3,3,0,1,1200,3600
9717,1,522,,CAT,5,5,0,1,885,4425
9718,1,522,,CAT,9.75,9.75,0,1,885,8629
9718,2,566,,CAT,7,7,0,1,1980,13860
9719,1,522,,CAT,26.25,26.25,0,1,885,23231
9719,2,522,"15/9/21,PATILA,LES",CAT,5,5,0,1,0,0
9720,1,1,,CAT,6,6,0,1,865,5190
9721,1,522,,CAT,9.5,9.5,0,1,885,8408
9721,2,1,,CAT,7,7,0,1,865,6055
9722,1,522,,CAT,3,3,0,1,1000,3000
9723,1,13,,CAT,5,5,0,1,765,3825
9723,2,53,,CAT,3,3,0,1,180,540
9723,3,316,,CAT,3,3,0,1,300,900
9724,1,187,,CAT,6,6,0,1,700,4200
9725,1,187,,CAT,1,1,0,1,550,550
9726,1,522,,CAT,9.75,9.75,0,1,885,8629
9726,2,571,,CAT,26,26,0,1,75,1950
9726,3,566,,CAT,9,9,0,1,1980,17820
9726,4,614,,CAT,1,1,0,1,275,275
9727,1,522,,CAT,34.25,34.25,0,1,885,30311
9727,2,571,,CAT,60,60,0,1,75,4500
9728,1,522,,CAT,6.25,6.25,0,1,885,5531
9729,1,677,,CAT,5.25,5.25,0,1,365,1916
9730,1,66,,CAT,6,6,0,1,2000,12000
9730,2,361,,CAT,3,3,0,1,1300,3900
9730,3,53,,CAT,2,2,0,1,180,360
9730,4,51,,CAT,3,3,0,1,270,810
9731,1,522,,CAT,7,7,0,1,935,6545
9731,2,16,,CAT,8,8,0,1,765,6120
9732,1,522,,CAT,6.5,6.5,0,1,885,5752
9732,2,566,,CAT,6,6,0,1,1980,11880
9733,1,522,,CAT,29,29,0,1,885,25665
9734,1,522,,CAT,6,6,0,1,885,5310
9735,1,522,,CAT,6,6,0,1,935,5610
9736,1,522,,CAT,6.5,6.5,0,1,885,5752
9736,2,566,,CAT,4,4,0,1,1980,7920
9737,1,522,,CAT,20.75,20.75,0,1,885,18364
9738,1,522,,CAT,9.5,9.5,0,1,885,8408
9739,1,111,,CAT,5,5,0,1,780,3900
9739,2,69,,CAT,40,40,0,1,12,480
9740,1,168,,CAT,70,70,0,1,0,0
9740,2,15,,PARTY,10,10,0,1,400,4000
9740,3,55,,CAT,2,2,0,1,300,600
9740,4,53,,CAT,3,3,0,1,180,540
9740,5,51,,CAT,4,4,0,1,270,1080
9740,6,82,,CAT,15,15,0,1,950,14250
9740,7,80,,CAT,14,14,0,1,550,7700
9740,8,1,,CAT,15,10,0,1,1090,10900
9740,9,97,PEPSI/7UP,CAT,4,4,0,1,800,3200
9741,1,522,,CAT,5,5,0,1,930,4650
9742,1,16,,CAT,3,3,0,1,860,2580
9742,2,187,,CAT,4,4,0,1,650,2600
9742,3,53,,CAT,1,1,0,1,180,180
9742,4,51,,CAT,1,1,0,1,270,270
9742,5,522,,CAT,4,3,0,1,1150,3450
9743,1,522,,CAT,9.5,9.5,0,1,880,8360
9743,2,566,,CAT,5,5,0,1,1970,9850
9743,3,614,,CAT,10,10,0,1,275,2750
9744,1,522,,CAT,26,26,0,1,880,22880
9744,2,571,,CAT,60,60,0,1,75,4500
9744,3,614,,CAT,8,8,0,1,275,2200
9745,1,4,,CAT,5,5,0,1,860,4300
9746,1,522,,CAT,9.5,9.5,0,1,880,8360
9746,2,4,,CAT,6,6,0,1,860,5160
9746,3,571,,CAT,42,42,0,1,75,3150
9747,1,81,,CAT,3,3,0,1,600,1800
9747,2,166,,CAT,60,60,0,1,0,0
9747,3,553,"3,TIME",CAT,60,60,0,1,585,35100
9747,4,774,,CAT,300,300,0,1,25,7500
9747,5,654,,CAT,3,3,0,1,120,360
9747,6,158,,CAT,60,60,0,1,0,0
9747,7,158,,CAT,60,60,0,1,0,0
9747,8,75,,CAT,60,60,0,1,10,600
9747,9,97,,CAT,10,10,0,1,750,7500
9747,10,775,,CAT,300,300,0,1,5,1500
9747,11,61,"8;00,PM NIGHT",CAT,60,60,0,1,45,2700
9747,12,61,"11;00,PM,AFTER DINNER",CAT,60,60,0,1,45,2700
9747,13,140,,CAT,1,1,0,1,4500,4500
9747,14,137,,CAT,5,5,0,1,320,1600
9747,15,47,,CAT,7,7,0,1,350,2450
9747,16,55,,CAT,2,2,0,1,300,600
9747,17,460,,CAT,16,16,0,1,630,10080
9747,18,495,KOYALA,CAT,12,12,0,1,900,10800
9747,19,16,,CAT,8,8,0,1,730,5840
9747,20,777,,CAT,10,10,0,1,700,7000
9747,21,662,,CAT,8,8,0,1,0,0
9747,22,574,,CAT,120,120,0,1,55,6600
9747,23,61,"NEW,ADD",CAT,120,120,0,1,45,5400
9747,24,774,"NEW ADD",CAT,100,100,0,1,25,2500
9748,1,61,,CAT,60,60,0,1,45,2700
9748,2,713,,CAT,1,1,0,1,400,400
9748,3,693,"BOIL EGG",CAT,90,90,0,1,30,2700
9748,4,415,,CAT,9,9,0,1,300,2700
9748,5,86,,CAT,5,5,0,1,350,1750
9748,6,56,,CAT,3,3,0,1,400,1200
9748,7,57,,CAT,3,3,0,1,500,1500
9749,1,494,,CAT,15,15,0,1,610,9150
9749,2,361,,CAT,12,8,0,1,1570,12560
9749,3,55,,CAT,3,3,0,1,300,900
9749,4,61,"AFTER LUNCH",CAT,60,60,0,1,45,2700
9749,5,324,,CAT,12,12,0,1,650,7800
9750,1,522,,CAT,14,10,0,1,1074,10740
9751,1,522,"Bomby Style",CAT,7.5,5,0,1,1110,5550
9751,2,30,,CAT,1.5,1.5,0,1,1200,1800
9752,1,53,,CAT,4,4,0,1,180,720
9752,2,51,,CAT,7,7,0,1,270,1890
9752,3,55,,CAT,2.5,2.5,0,1,300,750
9752,4,360,,CAT,2,2,0,1,800,1600
9752,5,361,,CAT,13.75,11,0,1,1400,15400
9752,6,16,,CAT,13,13,0,1,760,9880
9752,7,80,,CAT,18,18,1,1,550,9900
9752,8,359,,CAT,2,2,0,1,45,90
9753,1,522,,CAT,6.5,6.5,0,1,880,5720
9753,2,566,,CAT,7,7,0,1,1970,13790
9754,1,522,,CAT,25.25,25.25,0,1,880,22220
9755,1,522,,CAT,6.25,6.25,0,1,880,5500
9756,1,130,,CAT,0.5,0.5,0.5,1,3000,1500
9757,1,684,,CAT,4,4,0,1,350,1400
9757,2,53,,CAT,14,14,0,1,180,2520
9757,3,148,"7,BONG,,3 DASTI",CAT,10,10,0,1,1350,13500
9758,1,30,,CAT,2,2,0,1,1200,2400
9758,2,399,,CAT,8,8,0,1,760,6080
9758,3,53,,CAT,9,9,0,1,180,1620
9758,4,522,,CAT,7.5,6,0,1,1020,6120
9758,5,522,"400,GM PAKING",CAT,20,20,0,1,930,18600
9759,1,522,,CAT,9.5,9.5,0,1,880,8360
9759,2,571,,CAT,21,21,0,1,75,1575
9759,3,566,,CAT,5,5,0,1,1970,9850
9760,1,522,,CAT,24.75,24.75,0,1,880,21780
9760,2,571,,CAT,60,60,0,1,75,4500
9760,3,614,,CAT,16,16,0,1,275,4400
9761,1,522,,CAT,6.25,6.25,0,1,880,5500
9762,1,522,,CAT,5,5,0,1,930,4650
9763,1,674,,PARTY,5,5,0,1,650,3250
9763,2,83,,CAT,5,5,0,1,600,3000
9764,1,400,,CAT,6,6,0,1,810,4860
9765,1,130,,CAT,0.5,0.5,0,1,3200,1600
9766,1,557,,CAT,210,210,0,1,160,33600
9766,2,654,,CAT,210,210,0,1,0,0
9767,1,140,,CAT,2,2,0,1,4500,9000
9767,2,316,,CAT,25,25,0,1,300,7500
9767,3,55,,CAT,8,8,0,1,300,2400
9767,4,310,,CAT,4,4,0,1,3000,12000
9767,5,66,,CAT,30,30,0,1,2000,60000
9767,6,697,,CAT,52,52,52,1,350,18200
9767,7,431,,CAT,2,2,0,1,22500,45000
9767,8,350,,CAT,275,275,275,1,160,44000
9767,9,577,,CAT,24,24,0,1,875,21000
9767,10,1,,CAT,33,22,0,1,1188,26136
9767,11,641,,CAT,76,76,0,1,1010,76760
9767,12,61,,CAT,350,350,0,1,50,17500
9767,13,158,,CAT,350,350,0,1,0,0
9767,14,588,,CAT,2.5,2.5,0,1,1500,3750
9767,15,554,,CAT,54,54,0,1,1000,54000
9768,1,522,,CAT,5,5,0,1,930,4650
9768,2,187,,CAT,2,2,0,1,650,1300
9768,3,563,,CAT,1,1,0,1,350,350
9768,4,55,,CAT,1,1,0,1,300,300
9769,1,522,"Bomby Style",CAT,7.5,5,0,1,1110,5550
9770,1,55,,CAT,1.5,1.5,0,1,300,450
9770,2,97,,CAT,3,3,0,1,800,2400
9770,3,330,,CAT,7,7,0,1,1150,8050
9770,4,221,,CAT,7,7,0,1,920,6440
9770,5,134,,CAT,60,60,0,1,55,3300
9770,6,69,,CAT,60,60,0,1,12,720
9770,7,47,,CAT,4,4,0,1,450,1800
9770,8,61,,CAT,30,30,0,1,50,1500
9771,1,56,,CAT,2,2,0,1,500,1000
9771,2,57,,CAT,2,2,0,1,550,1100
9771,3,713,,CAT,1,1,0,1,400,400
9771,4,415,,CAT,4,4,0,1,400,1600
9771,5,61,,CAT,30,30,0,1,50,1500
9771,6,86,,CAT,2.5,2.5,0,1,450,1125
9772,1,522,,CAT,6.25,6.25,0,1,880,5500
9772,2,566,,CAT,7,7,0,1,1970,13790
9773,1,522,,CAT,30,30,0,1,880,26400
9774,1,1,,CAT,6,6,0,1,860,5160
9775,1,522,,CAT,9.25,9.25,0,1,880,8140
9775,2,1,,CAT,7,7,0,1,860,6020
9776,1,249,,CAT,12,12,0,1,1100,13200
9776,2,187,,CAT,15,15,0,1,650,9750
9776,3,55,,CAT,3,3,0,1,300,900
9776,4,53,,CAT,3,3,0,1,180,540
9776,5,563,,CAT,3,3,0,1,350,1050
9776,6,51,,CAT,5,5,0,1,270,1350
9776,7,522,"Without Panjer,Chat Pati",CAT,12,8,0,1,1150,9200
9776,8,21,"Without Panjer",CAT,16,16,0,1,800,12800
9776,9,16,"Without Panjer",CAT,9,9,0,1,800,7200
9777,1,522,,CAT,5,5,0,1,930,4650
9778,1,522,"Darmiana Masala",CAT,6,6,0,1,930,5580
9779,1,7,,CAT,20,20,0,1,830,16600
9780,1,316,,CAT,4,4,0,1,300,1200
9780,2,13,,CAT,6,6,0,1,760,4560
9780,3,53,,CAT,2,2,0,1,180,360
9780,4,33,,CAT,4,4,0,1,500,2000
9781,1,1,,CAT,18.75,15,0,1,1000,15000
9782,1,130,"7;30,PM",CAT,2,2,0,1,2800,5600
9782,2,130,"8;30,PM",CAT,1,1,0,1,2800,2800
9783,1,522,,CAT,7.5,7.5,0,1,880,6600
9783,2,566,,CAT,7,7,0,1,1970,13790
9784,1,522,,CAT,34.25,34.25,0,1,880,30140
9785,1,522,,CAT,6.25,6.25,0,1,880,5500
9786,1,522,"Chat Pati",CAT,12,8,0,1,1110,8880
9786,2,148,,PARTY,11,11,0,1,500,5500
9786,3,697,,CAT,20,20,0,1,300,6000
9786,4,53,,CAT,9,9,0,1,180,1620
9786,5,55,,CAT,2,2,0,1,300,600
9786,6,703,,CAT,15,15,0,1,1000,15000
9786,7,703,,CAT,6,6,0,1,600,3600
9786,8,97,,CAT,5,5,0,1,800,4000
9787,1,762,SHANWARI,CAT,10,10,0,1,2200,22000
9787,2,175,,CAT,12,12,0,1,1400,16800
9787,3,140,,CAT,1,1,0,1,4500,4500
9787,4,530,,CAT,9,6,0,1,1090,6540
9787,5,374,,CAT,50,50,0,1,0,0
9787,6,168,,CAT,50,50,0,1,0,0
9787,7,431,,CAT,2,2,0,1,22500,45000
9787,8,55,,CAT,2,2,0,1,300,600
9788,1,707,,CAT,120,120,0,1,40,4800
9788,2,4,"Darmiana Masala",CAT,30,20,0,1,1090,21800
9789,1,522,,CAT,13.5,13.5,0,1,880,11880
9789,2,566,,CAT,9,9,0,1,1970,17730
9789,3,571,,CAT,26,26,0,1,75,1950
9790,1,522,,CAT,33.75,33.75,0,1,880,29700
9790,2,571,,CAT,60,60,0,1,75,4500
9790,3,614,,CAT,16,16,0,1,275,4400
9791,1,522,,CAT,9.5,9.5,0,1,880,8360
9792,1,707,,CAT,50,50,0,1,40,2000
9792,2,693,,CAT,45,45,0,1,50,2250
9792,3,47,,CAT,4,4,0,1,350,1400
9792,4,376,,CAT,1,1,0,1,820,820
9793,1,542,,CAT,5,5,0,1,1250,6250
9793,2,33,,CAT,3,3,0,1,600,1800
9794,1,522,Rasili,CAT,10,8,0,1,1008,8064
9795,1,516,,CAT,22,22,0,1,750,16500
9795,2,187,,CAT,22,22,0,1,650,14300
9795,3,555,,CAT,100,100,0,1,0,0
9796,1,557,,CAT,30,30,0,1,160,4800
9796,2,55,,CAT,30,30,0,1,40,1200
9796,3,707,,CAT,24,24,0,1,40,960
9797,1,13,,CAT,10,10,0,1,750,7500
9797,2,362,,CAT,25,25,0,1,25,625
9797,3,30,,CAT,5,5,0,1,1200,6000
9798,1,522,,CAT,6.25,6.25,0,1,870,5438
9798,2,566,,CAT,4,4,0,1,1950,7800
9799,1,522,,CAT,26,26,0,1,870,22620
9800,1,522,,CAT,6.25,6.25,0,1,870,5438
9801,1,16,,CAT,6,6,0,1,750,4500
9801,2,53,,CAT,5,5,0,1,180,900
9802,1,522,,CAT,5,5,0,1,900,4500
9802,2,522,,CAT,5,5,0,1,900,4500
9802,3,522,,CAT,5,5,0,1,900,4500
9803,1,522,,CAT,5,5,0,1,910,4550
9804,1,518,,PARTY,7.5,5,0,1,550,2750
9804,2,83,,CAT,6,6,0,1,600,3600
9804,3,51,,CAT,4,4,0,1,270,1080
9804,4,53,,CAT,2,2,0,1,180,360
9804,5,16,Golden,CAT,6,6,0,1,850,5100
9805,1,522,,CAT,4.25,4.25,0,1,850,3612
9805,2,566,,CAT,4,4,0,1,1930,7720
9806,1,522,,CAT,25.75,25.75,0,1,850,21888
9807,1,4,,CAT,7,7,0,1,830,5810
9808,1,522,,CAT,6.25,6.25,0,1,850,5312
9808,2,4,,CAT,7,7,0,1,830,5810
9809,1,168,,CAT,70,70,0,1,0,0
9809,2,316,,CAT,4,4,0,1,300,1200
9809,3,339,,CAT,70,70,0,1,120,8400
9809,4,47,,CAT,8,8,0,1,350,2800
9809,5,53,,CAT,2,2,0,1,180,360
9809,6,563,,CAT,2,2,0,1,350,700
9809,7,97,"3.PEPSI/2 7UP",CAT,5,5,0,1,800,4000
9809,8,616,"5 PEPSI/5,7UP DIETE",CAT,10,10,0,1,60,600
9809,9,179,SEZLAR,CAT,5,5,5,1,1500,7500
9809,10,731,,CAT,8,8,0,1,1050,8400
9809,11,719,,CAT,13,13,0,1,1150,14950
9809,12,682,,CAT,8,8,0,1,700,5600
9809,13,131,,CAT,6,6,0,1,2100,12600
9809,14,170,,CAT,24,24,0,1,70,1680
9809,15,752,"ICE,BURG LAZMI",CAT,8,8,0,1,1200,9600
9810,1,375,"165,,BOX",CAT,26.25,21,0,1,1525,32025
9810,2,30,"Rang Kam",CAT,6,6,0,1,1200,7200
9811,1,522,,CAT,4,4,0,1,995,3980
9812,1,53,,CAT,3,3,0,1,180,540
9812,2,51,,CAT,3,3,0,1,270,810
9812,3,55,,CAT,2,2,0,1,300,600
9812,4,563,,CAT,2,2,0,1,350,700
9812,5,13,,CAT,7,7,0,1,730,5110
9812,6,37,,CAT,5,5,0,1,650,3250
9812,7,542,,CAT,9,6,0,1,1590,9540
9813,1,375,,CAT,30,30,0,1,1350,40500
9813,2,491,,CAT,30,30,0,1,1300,39000
9813,3,30,,CAT,10,10,0,1,1200,12000
9813,4,55,,CAT,5,5,0,1,300,1500
9813,5,53,,CAT,22,22,0,1,180,3960
9814,1,361,,CAT,7.5,5,0,1,1570,7850
9814,2,33,,CAT,5,5,0,1,500,2500
9814,3,55,,CAT,2,2,0,1,300,600
9815,1,16,,CAT,3,3,0,1,830,2490
9815,2,53,,CAT,1.5,1.5,0,1,180,270
9816,1,53,,CAT,3,3,0,1,180,540
9816,2,33,,CAT,3,3,0,1,550,1650
9816,3,13,,CAT,3,3,0,1,830,2490
9817,1,522,,CAT,6.25,6.25,0,1,850,5312
9817,2,566,,CAT,4,4,0,1,1930,7720
9817,3,571,,CAT,35,35,0,1,75,2625
9817,4,614,,CAT,6,6,0,1,275,1650
9818,1,522,,CAT,28.5,28.5,0,1,850,24225
9818,2,571,,CAT,60,60,0,1,75,4500
9818,3,614,,CAT,14,14,0,1,275,3850
9819,1,522,,CAT,9,9,0,1,850,7650
9820,1,522,,CAT,6.5,6.5,0,1,850,5525
9820,2,566,,CAT,5,5,0,1,1930,9650
9821,1,522,,CAT,31,31,0,1,850,26350
9822,1,522,,CAT,9.75,9.75,0,1,850,8288
9823,1,55,,CAT,2,2,0,1,300,600
9823,2,53,,CAT,3,3,0,1,180,540
9823,3,51,,CAT,6,6,0,1,270,1620
9823,4,518,"HARA MASALA GRIND",CAT,10.5,7,0,1,1570,10990
9823,5,682,,CAT,14,14,0,1,650,9100
9823,6,574,MINI,CAT,160,160,0,1,22,3520
9823,7,168,,CAT,80,80,0,1,0,0
9823,8,100,,CAT,1,1,0,1,1200,1200
9823,9,460,,CAT,22,22,0,1,670,14740
9823,10,77,,CAT,11,11,0,1,820,9020
9824,1,55,,CAT,3,3,0,1,300,900
9824,2,360,,CAT,2,2,0,1,800,1600
9824,3,53,,CAT,4,4,0,1,180,720
9824,4,51,,CAT,8,8,0,1,270,2160
9824,5,567,,PARTY,12,8,0,1,570,4560
9824,6,350,,CAT,100,100,0,1,160,16000
9824,7,548,,CAT,27,27,0,1,620,16740
9824,8,761,,CAT,14,14,0,1,820,11480
9825,1,563,,CAT,2,2,0,1,350,700
9825,2,55,,CAT,3,3,0,1,300,900
9825,3,53,,CAT,10,10,0,1,180,1800
9825,4,97,,CAT,4,4,0,1,800,3200
9825,5,148,,PARTY,8,8,0,1,500,4000
9825,6,697,,CAT,14,14,0,1,300,4200
9825,7,703,,CAT,12,12,0,1,1000,12000
9825,8,522,"CHAT PATI",CAT,10.5,7,0,1,1125,7875
9826,1,522,,CAT,5,5,0,1,900,4500
9827,1,499,"Mirch Kam",CAT,3,3,0,1,1300,3900
9827,2,33,,CAT,5,5,0,1,550,2750
9827,3,53,,CAT,1.5,1.5,0,1,180,270
9827,4,52,,CAT,2,2,0,1,270,540
9827,5,522,Rasili,CAT,5,4,0,1,1032,4128
9828,1,83,,CAT,5,5,0,1,650,3250
9828,2,55,,CAT,1.5,1.5,0,1,300,450
9828,3,81,,CAT,1,1,0,1,800,800
9828,4,522,"DARMIANA MASALA",CAT,7.5,5,0,1,1125,5625
9829,1,588,,CAT,2,2,0,1,1500,3000
9829,2,15,,PARTY,4,4,0,1,500,2000
9829,3,1,,CAT,4.5,3,0,1,1165,3495
9829,4,13,,CAT,3,3,0,1,830,2490
9830,1,522,,CAT,6.25,6.25,0,1,850,5312
9830,2,566,,CAT,4,4,0,1,1930,7720
9831,1,522,,CAT,29,29,0,1,850,24650
9831,2,571,,CAT,83,83,0,1,75,6225
9832,1,1,,CAT,8,8,0,1,830,6640
9833,1,522,,CAT,6.25,6.25,0,1,850,5312
9833,2,1,,CAT,8,8,0,1,830,6640
9834,1,130,,CAT,2,2,0,1,3000,6000
9835,1,1,,PARTY,3,3,0,1,550,1650
9836,1,522,,CAT,7.5,5,0,1,1125,5625
9836,2,30,,CAT,1.5,1.5,0,1,1200,1800
9837,1,641,,CAT,5,5,0,1,920,4600
9838,1,522,,CAT,9,9,0,1,890,8010
9838,2,566,,CAT,8,8,0,1,1970,15760
9839,1,522,,CAT,35.75,35.75,0,1,890,31818
9839,2,571,,CAT,42,42,0,1,75,3150
9839,3,614,,CAT,6,6,0,1,275,1650
9840,1,522,,CAT,9.5,9.5,0,1,890,8455
9841,1,522,"Sindhi Style",CAT,10,8,0,1,1032,8256
9841,2,30,,CAT,3,3,0,1,1200,3600
9842,1,361,,CAT,3,2.5,0,1,1366,3415
9842,2,641,,CAT,5,5,0,1,920,4600
9842,3,362,,CAT,6,6,0,1,25,150
9842,4,368,,CAT,10,10,0,1,45,450
9843,1,148,,PARTY,10,10,0,1,500,5000
9844,1,187,,CAT,3,3,0,1,650,1950
9844,2,77,,CAT,3,3,0,1,850,2550
9845,1,522,,CAT,9.5,9.5,0,1,890,8455
9845,2,566,,CAT,7,7,0,1,1970,13790
9846,1,522,,CAT,36,36,0,1,890,32040
9847,1,522,,CAT,6,6,0,1,890,5340
9847,2,759,,CAT,45,45,0,1,185,8325
9848,1,66,,PARTY,6,6,0,1,500,3000
9849,1,522,,CAT,19,19,0,1,935,17765
9849,2,614,,CAT,6,6,0,1,275,1650
9849,3,566,,CAT,4,4,0,1,2050,8200
9850,1,522,,CAT,29,29,0,1,935,27115
9850,2,571,,CAT,60,60,0,1,75,4500
9850,3,614,,CAT,12,12,0,1,275,3300
9851,1,522,,CAT,9.5,9.5,0,1,935,8882
9851,2,571,,CAT,28,28,0,1,75,2100
9852,1,767,,CAT,6,6,0,1,1300,7800
9852,2,511,,CAT,2,2,0,1,1200,2400
9853,1,520,,CAT,10.5,7,0,1,1650,11550
9853,2,187,CHILLED,CAT,13,13,13,1,650,8450
9853,3,53,,CAT,4,4,0,1,180,720
9853,4,316,,CAT,5,5,0,1,300,1500
9853,5,55,,CAT,3,3,0,1,300,900
9853,6,54,,CAT,70,70,0,1,10,700
9853,7,198,,CAT,10,10,0,1,870,8700
9854,1,522,,CAT,6,6,0,1,945,5670
9854,2,571,,CAT,33,33,0,1,75,2475
9854,3,566,,CAT,8,8,0,1,2050,16400
9855,1,522,,CAT,41,41,0,1,945,38745
9855,2,571,,CAT,150,150,0,1,75,11250
9856,1,4,,CAT,8,8,0,1,925,7400
9857,1,522,,CAT,6.25,6.25,0,1,945,5906
9857,2,4,,CAT,8,8,0,1,925,7400
9858,1,677,,CAT,5.25,5.25,0,1,425,2231
9859,1,522,,CAT,10,8,0,1,1101,8808
9859,2,30,,CAT,3,3,0,1,1200,3600
9860,1,53,,CAT,5,5,0,1,180,900
9860,2,51,,CAT,9,9,0,1,270,2430
9860,3,682,,CAT,20,20,0,1,650,13000
9860,4,263,,CAT,300,300,0,1,12,3600
9860,5,535,,CAT,9,9,0,1,1400,12600
9860,6,16,,CAT,17,17,0,1,825,14025
9861,1,2,,CAT,3.75,3,0,1,2600,7800
9861,2,21,,CAT,3,3,0,1,925,2775
9862,1,522,,CAT,6.5,6.5,0,1,945,6142
9862,2,566,,CAT,7,7,0,1,2050,14350
9863,1,522,,CAT,29,29,0,1,945,27405
9863,2,571,,CAT,60,60,0,1,75,4500
